5.000000, 5.000000 ,0.000026, 
5.000000, 5.000000 ,0.000052, 
5.000000, 5.000000 ,0.000079, 
5.000000, 5.000000 ,0.000105, 
5.000000, 5.000000 ,0.000131, 
5.000000, 5.000000 ,0.000157, 
5.000000, 5.000000 ,0.000183, 
5.000000, 5.000000 ,0.000209, 
5.000000, 5.000000 ,0.000236, 
5.000000, 5.000000 ,0.000262, 
5.000000, 5.000000 ,0.000288, 
5.000000, 5.000000 ,0.000314, 
5.000000, 5.000000 ,0.000340, 
5.000000, 5.000000 ,0.000367, 
5.000000, 5.000000 ,0.000393, 
5.000000, 5.000000 ,0.000419, 
5.000000, 5.000000 ,0.000445, 
5.000000, 5.000000 ,0.000471, 
5.000000, 5.000000 ,0.000497, 
5.000000, 5.000000 ,0.000524, 
5.000000, 5.000000 ,0.000550, 
5.000000, 5.000000 ,0.000576, 
5.000000, 5.000000 ,0.000602, 
5.000000, 5.000000 ,0.000628, 
5.000000, 5.000000 ,0.000654, 
5.000000, 5.000000 ,0.000681, 
5.000000, 5.000000 ,0.000707, 
5.000000, 5.000000 ,0.000733, 
5.000000, 5.000000 ,0.000759, 
5.000000, 5.000000 ,0.000785, 
5.000000, 5.000000 ,0.000812, 
5.000000, 5.000000 ,0.000838, 
5.000000, 5.000000 ,0.000864, 
5.000000, 5.000000 ,0.000890, 
5.000000, 5.000000 ,0.000916, 
5.000000, 5.000000 ,0.000942, 
5.000000, 5.000000 ,0.000969, 
5.000000, 5.000000 ,0.000995, 
5.000000, 5.000000 ,0.001021, 
5.000000, 5.000000 ,0.001047, 
5.000000, 5.000000 ,0.001073, 
5.000000, 5.000000 ,0.001100, 
5.000000, 5.000000 ,0.001126, 
5.000000, 5.000000 ,0.001152, 
5.000000, 5.000000 ,0.001178, 
5.000000, 5.000000 ,0.001204, 
5.000000, 5.000000 ,0.001230, 
5.000000, 5.000000 ,0.001257, 
5.000000, 5.000000 ,0.001283, 
5.000000, 5.000000 ,0.001309, 
5.000000, 5.000000 ,0.001335, 
5.000000, 5.000000 ,0.001361, 
5.000000, 5.000000 ,0.001388, 
5.000000, 5.000000 ,0.001414, 
5.000000, 5.000000 ,0.001440, 
5.000000, 5.000000 ,0.001466, 
5.000000, 5.000000 ,0.001492, 
5.000000, 5.000000 ,0.001518, 
5.000000, 5.000000 ,0.001545, 
5.000000, 5.000000 ,0.001571, 
5.000000, 5.000000 ,0.001597, 
5.000000, 5.000000 ,0.001623, 
5.000000, 5.000000 ,0.001649, 
5.000000, 5.000000 ,0.001676, 
5.000000, 5.000000 ,0.001702, 
5.000000, 5.000000 ,0.001728, 
5.000000, 5.000000 ,0.001754, 
5.000000, 5.000000 ,0.001780, 
5.000000, 5.000000 ,0.001806, 
5.000000, 5.000000 ,0.001833, 
5.000000, 5.000000 ,0.001859, 
5.000000, 5.000000 ,0.001885, 
5.000000, 5.000000 ,0.001911, 
5.000000, 5.000000 ,0.001937, 
5.000000, 5.000000 ,0.001963, 
5.000000, 5.000000 ,0.001990, 
5.000000, 5.000000 ,0.002016, 
5.000000, 5.000000 ,0.002042, 
5.000000, 5.000000 ,0.002068, 
5.000000, 5.000000 ,0.002094, 
5.000000, 5.000000 ,0.002121, 
5.000000, 5.000000 ,0.002147, 
5.000000, 5.000000 ,0.002173, 
5.000000, 5.000000 ,0.002199, 
5.000000, 5.000000 ,0.002225, 
5.000000, 5.000000 ,0.002251, 
5.000000, 5.000000 ,0.002278, 
5.000000, 5.000000 ,0.002304, 
5.000000, 5.000000 ,0.002330, 
5.000000, 5.000000 ,0.002356, 
5.000000, 5.000000 ,0.002382, 
5.000000, 5.000000 ,0.002409, 
5.000000, 5.000000 ,0.002435, 
5.000000, 5.000000 ,0.002461, 
5.000000, 5.000000 ,0.002487, 
5.000000, 5.000000 ,0.002513, 
5.000000, 5.000000 ,0.002539, 
5.000000, 5.000000 ,0.002566, 
5.000000, 5.000000 ,0.002592, 
5.000000, 5.000000 ,0.002618, 
5.000000, 5.000000 ,0.002644, 
5.000000, 5.000000 ,0.002670, 
5.000000, 5.000000 ,0.002697, 
5.000000, 5.000000 ,0.002723, 
5.000000, 5.000000 ,0.002749, 
5.000000, 5.000000 ,0.002775, 
5.000000, 5.000000 ,0.002801, 
5.000000, 5.000000 ,0.002827, 
5.000000, 5.000000 ,0.002854, 
5.000000, 5.000000 ,0.002880, 
5.000000, 5.000000 ,0.002906, 
5.000000, 5.000000 ,0.002932, 
5.000000, 5.000000 ,0.002958, 
5.000000, 5.000000 ,0.002985, 
5.000000, 5.000000 ,0.003011, 
5.000000, 5.000000 ,0.003037, 
5.000000, 5.000000 ,0.003063, 
5.000000, 5.000000 ,0.003089, 
5.000000, 5.000000 ,0.003115, 
5.000000, 5.000000 ,0.003142, 
5.000000, 5.000000 ,0.003168, 
5.000000, 5.000000 ,0.003194, 
5.000000, 5.000000 ,0.003220, 
5.000000, 5.000000 ,0.003246, 
5.000000, 5.000000 ,0.003272, 
5.000000, 5.000000 ,0.003299, 
5.000000, 5.000000 ,0.003325, 
5.000000, 5.000000 ,0.003351, 
5.000000, 5.000000 ,0.003377, 
5.000000, 5.000000 ,0.003403, 
5.000000, 5.000000 ,0.003430, 
5.000000, 5.000000 ,0.003456, 
5.000000, 5.000000 ,0.003482, 
5.000000, 5.000000 ,0.003508, 
5.000000, 5.000000 ,0.003534, 
5.000000, 5.000000 ,0.003560, 
5.000000, 5.000000 ,0.003587, 
5.000000, 5.000000 ,0.003613, 
5.000000, 5.000000 ,0.003639, 
5.000000, 5.000000 ,0.003665, 
5.000000, 5.000000 ,0.003691, 
5.000000, 5.000000 ,0.003718, 
5.000000, 5.000000 ,0.003744, 
5.000000, 5.000000 ,0.003770, 
5.000000, 5.000000 ,0.003796, 
5.000000, 5.000000 ,0.003822, 
5.000000, 5.000000 ,0.003848, 
5.000000, 5.000000 ,0.003875, 
5.000000, 5.000000 ,0.003901, 
5.000000, 5.000000 ,0.003927, 
5.000000, 5.000000 ,0.003953, 
5.000000, 5.000000 ,0.003979, 
5.000000, 5.000000 ,0.004006, 
5.000000, 5.000000 ,0.004032, 
5.000000, 5.000000 ,0.004058, 
5.000000, 5.000000 ,0.004084, 
5.000000, 5.000000 ,0.004110, 
5.000000, 5.000000 ,0.004136, 
5.000000, 5.000000 ,0.004163, 
5.000000, 5.000000 ,0.004189, 
5.000000, 5.000000 ,0.004215, 
5.000000, 5.000000 ,0.004241, 
5.000000, 5.000000 ,0.004267, 
5.000000, 5.000000 ,0.004294, 
5.000000, 5.000000 ,0.004320, 
5.000000, 5.000000 ,0.004346, 
5.000000, 5.000000 ,0.004372, 
5.000000, 5.000000 ,0.004398, 
5.000000, 5.000000 ,0.004424, 
5.000000, 5.000000 ,0.004451, 
5.000000, 5.000000 ,0.004477, 
5.000000, 5.000000 ,0.004503, 
5.000000, 5.000000 ,0.004529, 
5.000000, 5.000000 ,0.004555, 
5.000000, 5.000000 ,0.004581, 
5.000000, 5.000000 ,0.004608, 
5.000000, 5.000000 ,0.004634, 
5.000000, 5.000000 ,0.004660, 
5.000000, 5.000000 ,0.004686, 
5.000000, 5.000000 ,0.004712, 
5.000000, 5.000000 ,0.004739, 
5.000000, 5.000000 ,0.004765, 
5.000000, 5.000000 ,0.004791, 
5.000000, 5.000000 ,0.004817, 
5.000000, 5.000000 ,0.004843, 
5.000000, 5.000000 ,0.004869, 
5.000000, 5.000000 ,0.004896, 
5.000000, 5.000000 ,0.004922, 
5.000000, 5.000000 ,0.004948, 
5.000000, 5.000000 ,0.004974, 
5.000000, 5.000000 ,0.005000, 
5.000000, 5.000000 ,0.005027, 
5.000000, 5.000000 ,0.005053, 
5.000000, 5.000000 ,0.005079, 
5.000000, 5.000000 ,0.005105, 
5.000000, 5.000000 ,0.005131, 
5.000000, 5.000000 ,0.005157, 
5.000000, 5.000000 ,0.005184, 
5.000000, 5.000000 ,0.005210, 
5.000000, 5.000000 ,0.005236, 
5.000000, 5.000000 ,0.005262, 
5.000000, 5.000000 ,0.005288, 
5.000000, 5.000000 ,0.005315, 
5.000000, 5.000000 ,0.005341, 
5.000000, 5.000000 ,0.005367, 
5.000000, 5.000000 ,0.005393, 
5.000000, 5.000000 ,0.005419, 
5.000000, 5.000000 ,0.005445, 
5.000000, 5.000000 ,0.005472, 
5.000000, 5.000000 ,0.005498, 
5.000000, 5.000000 ,0.005524, 
5.000000, 5.000000 ,0.005550, 
5.000000, 5.000000 ,0.005576, 
5.000000, 5.000000 ,0.005603, 
5.000000, 5.000000 ,0.005629, 
5.000000, 5.000000 ,0.005655, 
5.000000, 5.000000 ,0.005681, 
5.000000, 5.000000 ,0.005707, 
5.000000, 5.000000 ,0.005733, 
5.000000, 5.000000 ,0.005760, 
5.000000, 5.000000 ,0.005786, 
5.000000, 5.000000 ,0.005812, 
5.000000, 5.000000 ,0.005838, 
5.000000, 5.000000 ,0.005864, 
5.000000, 5.000000 ,0.005890, 
5.000000, 5.000000 ,0.005917, 
5.000000, 5.000000 ,0.005943, 
